"State","Year","Adults who Engage in No Leisure-time Exercise (%)"
"PA",2022,15
"PA",2022,15
"WA",2022,15
"ID",2018,15.1
"ME",2018,15.1
"NJ",2018,15.1
"MS",2020,15.1
"WA",2020,15.1
"MO",2016,15.1
"UT",2020,15.1
"NV",2020,15.1
"RI",2012,15.1
"NC",2017,15.1
"MA",2015,15.1
"FL",2013,15.1
"ND",2011,15.1
"IL",2012,15.1
"IL",2014,15.1
"NE",2011,15.1
"AK",2014,15.1
"NV",2015,15.1
"DE",2019,15.1
"CA",2012,15.1
"KY",2014,15.1
"MO",2013,15.1
"PA",2013,15.1
"CA",2015,15.1
"NH",2011,15.1
"OR",2014,15.1
"UT",2012,15.1
"WV",2016,15.1
"TN",2016,15.1
"CO",2016,15.1
"NY",2021,15.1
"OK",2021,15.1
"UT",2021,15.1
"NJ",2021,15.1
"CT",2021,15.1
"SC",2022,15.1
"UT",2022,15.1
"MA",2018,15.2
"HI",2018,15.2
"CO",2018,15.2
"CO",2020,15.2
"TX",2020,15.2
"UT",2020,15.2
"UT",2020,15.2
"PA",2017,15.2
"AZ",2017,15.2
"TN",2017,15.2
"HI",2014,15.2
"MA",2015,15.2
"RI",2014,15.2
"UT",2013,15.2
"GA",2013,15.2
"SC",2013,15.2
"NE",2011,15.2
"WY",2017,15.2
"AL",2012,15.2
"WI",2019,15.2
"NH",2012,15.2
"KY",2014,15.2
"MO",2014,15.2
"KS",2015,15.2
"WV",2012,15.2
"CO",2012,15.2
"NH",2016,15.2
"IL",2022,15.2
"CO",2016,15.2
"WA",2021,15.2
"UT",2021,15.2
"AZ",2021,15.2
"UT",2021,15.2
"PA",2021,15.2
"WI",2021,15.2
"LA",2022,15.2
"SD",2022,15.2
"VT",2022,15.2
"WA",2022,15.2
"DE",2020,15.3
"IN",2018,15.3
"SD",2018,15.3
"IN",2018,15.3
"WV",2018,15.3
"UT",2018,15.3
"AL",2020,15.3
"UT",2020,15.3
"NH",2020,15.3
"VA",2017,15.3
"MA",2013,15.3
"MD",2013,15.3
"OR",2017,15.3
"WY",2011,15.3
"IL",2019,15.3
"UT",2019,15.3
"WA",2015,15.3
"VT",2014,15.3
"CA",2014,15.3
"AK",2012,15.3
"AZ",2015,15.3
"NC",2012,15.3
"MT",2011,15.3
"UT",2012,15.3
"ID",2014,15.3
"NE",2016,15.3
"VA",2021,15.3
"NC",2021,15.3
"KS",2022,15.3
"MN",2022,15.3
"MT",2022,15.3
"OH",2022,15.3
"WA",2022,15.3
"MO",2018,15.4
"VA",2018,15.4
"SD",2018,15.4
"UT",2018,15.4
"HI",2020,15.4
"OH",2020,15.4
"ME",2020,15.4
"CO",2020,15.4
"VT",2020,15.4
"ME",2017,15.4
"AZ",2017,15.4
"CO",2013,15.4
"NV",2012,15.4
"DE",2013,15.4
"OR",2011,15.4
"NE",2013,15.4
"WV",2014,15.4
"CO",2019,15.4
"MA",2019,15.4
"AK",2019,15.4
"MD",2019,15.4
"MN",2012,15.4
"OH",2019,15.4
"NY",2019,15.4
"FL",2015,15.4
"OH",2011,15.4
"NH",2012,15.4
"OR",2016,15.4
"AK",2016,15.4
"MN",2016,15.4
"MD",2016,15.4
"WA",2016,15.4
"CO",2016,15.4
"MI",2021,15.4
"MN",2021,15.4
"OR",2021,15.4
"WV",2021,15.4
"MT",2022,15.4
"NH",2022,15.4
"NH",2022,15.4
"VA",2022,15.4
"GA",2018,15.5
"CO",2018,15.5
"LA",2020,15.5
"CA",2020,15.5
"VA",2017,15.5
"PA",2012,15.5
"SC",2015,15.5
"WA",2011,15.5
"MI",2012,15.5
"CT",2011,15.5
"CO",2019,15.5
"UT",2014,15.5
"NV",2019,15.5
"AK",2013,15.5
"AK",2012,15.5
"AK",2012,15.5
"ND",2011,15.5
"NE",2012,15.5
"WI",2011,15.5
"OR",2012,15.5
"OH",2011,15.5
"NJ",2012,15.5
"CO",2013,15.5
"CO",2014,15.5
"WY",2011,15.5
"AL",2016,15.5
"OR",2016,15.5
"TX",2021,15.5
"NC",2021,15.5
"WA",2021,15.5
"HI",2021,15.5
"WI",2021,15.5
"MO",2021,15.5
"CT",2022,15.5
"DE",2022,15.5
"NH",2022,15.5
"NY",2022,15.5
"OR",2022,15.5
"WA",2020,15.6
"HI",2018,15.6
"ND",2016,15.6
"NH",2020,15.6
"MN",2017,15.6
"CA",2011,15.6
"AZ",2017,15.6
"CT",2013,15.6
"IL",2011,15.6
"CO",2015,15.6
"CT",2015,15.6
"IA",2011,15.6
"MN",2011,15.6
"WI",2011,15.6
"ME",2014,15.6
"PA",2013,15.6
"OH",2011,15.6
"SD",2011,15.6
"HI",2013,15.6
"SC",2016,15.6
"OR",2016,15.6
"MT",2016,15.6
"VT",2021,15.6
"WA",2021,15.6
"NE",2021,15.6
"ID",2021,15.6
"OH",2021,15.6
"ID",2021,15.6
"CT",2021,15.6
"GA",2021,15.6
"IA",2021,15.6
"AK",2022,15.6
"FL",2022,15.6
"KY",2022,15.6
"VT",2022,15.6
"CO",2017,15.7
"CO",2018,15.7
"ID",2018,15.7
"OK",2018,15.7
"FL",2018,15.7
"WA",2020,15.7
"UT",2016,15.7
"NC",2017,15.7
"DE",2012,15.7
"IL",2013,15.7
"OR",2013,15.7
"FL",2011,15.7
"NH",2015,15.7
"UT",2014,15.7
"KS",2019,15.7
"TX",2019,15.7
"GA",2019,15.7
"WY",2019,15.7
"TN",2014,15.7
"AZ",2013,15.7
"MT",2012,15.7
"UT",2014,15.7
"OH",2011,15.7
"CT",2013,15.7
"HI",2015,15.7
"AR",2014,15.7
"IA",2013,15.7
"UT",2016,15.7
"MN",2016,15.7
"KY",2016,15.7
"VA",2021,15.7
"UT",2021,15.7
"SC",2021,15.7
"AZ",2022,15.7
"MA",2022,15.7
"CT",2018,15.8
"UT",2018,15.8
"OR",2018,15.8
"NM",2018,15.8
"UT",2018,15.8
"SD",2020,15.8
"CO",2020,15.8
"WA",2020,15.8
"HI",2020,15.8
"WI",2017,15.8
"MT",2017,15.8
"OR",2014,15.8
"NV",2013,15.8
"CO",2019,15.8
"CT",2014,15.8
"MT",2019,15.8
"PA",2019,15.8
"SC",2019,15.8
"ID",2013,15.8
"CO",2012,15.8
"MI",2011,15.8
"CO",2011,15.8
"IN",2015,15.8
"KS",2011,15.8
"GA",2014,15.8
"MI",2011,15.8
"AZ",2014,15.8
"MD",2015,15.8
"AK",2016,15.8
"OR",2016,15.8
"FL",2016,15.8
"CO",2016,15.8
"NH",2016,15.8
"NC",2021,15.8
"MT",2021,15.8
"ID",2021,15.8
"ND",2021,15.8
"CO",2022,15.8
"OR",2022,15.8
"TX",2018,15.9
"CT",2018,15.9
"WI",2018,15.9
"IA",2020,15.9
"AZ",2020,15.9
"WA",2020,15.9
"MN",2020,15.9
"UT",2020,15.9
"IL",2017,15.9
"OR",2012,15.9
"NM",2012,15.9
"MI",2013,15.9
"NE",2019,15.9
"ID",2011,15.9
"WI",2011,15.9
"CO",2013,15.9
"CO",2011,15.9
"WV",2012,15.9
"FL",2015,15.9
"NE",2015,15.9
"CO",2011,15.9
"GA",2011,15.9
"WA",2016,15.9
"LA",2016,15.9
"WI",2016,15.9
"NJ",2016,15.9
"DE",2021,15.9
"MT",2021,15.9
"VA",2021,15.9
"NV",2021,15.9
"CO",2022,15.9
"ND",2022,15.9
"SD",2022,15.9
"VT",2022,15.9
"AK",2018,16
"KY",2018,16
"WI",2018,16
"OK",2020,16
"AK",2020,16
"FL",2020,16
"VA",2020,16
"CA",2017,16
"UT",2017,16
"CA",2012,16
"IA",2014,16
"RI",2011,16
"WA",2017,16
"OR",2011,16
"MI",2017,16
"OH",2019,16
"HI",2019,16
"HI",2014,16
"NM",2019,16
"CA",2013,16
"NE",2013,16
"VA",2019,16
"MI",2013,16
"VT",2013,16
"MN",2015,16
"CO",2014,16
"MN",2015,16
"HI",2012,16
"MT",2013,16
"MO",2015,16
"SC",2013,16
"MT",2013,16
"MD",2011,16
"MI",2012,16
"ND",2014,16
"DE",2011,16
"VT",2011,16
"MS",2012,16
"OR",2014,16
"MA",2016,16
"AL",2016,16
"CO",2016,16
"WA",2016,16
"AR",2021,16
"ID",2022,16
"NM",2022,16
"VT",2022,16
"WY",2022,16
"NC",2018,16.1
"NJ",2018,16.1
"AZ",2020,16.1
"NH",2017,16.1
"VA",2017,16.1
"CT",2017,16.1
"SD",2017,16.1
"KY",2012,16.1
"MA",2012,16.1
"UT",2012,16.1
"CO",2014,16.1
"MO",2017,16.1
"OH",2013,16.1
"NY",2017,16.1
"UT",2019,16.1
"VT",2013,16.1
"HI",2015,16.1
"TN",2019,16.1
"SC",2012,16.1
"AK",2011,16.1
"WV",2014,16.1
"ME",2014,16.1
"MA",2014,16.1
"AK",2014,16.1
"ME",2012,16.1
"OR",2014,16.1
"WY",2012,16.1
"TX",2011,16.1
"MI",2013,16.1
"AR",2012,16.1
"PA",2016,16.1
"AK",2016,16.1
"UT",2016,16.1
"OK",2016,16.1
"NE",2021,16.1
"PA",2021,16.1
"VA",2021,16.1
"OH",2021,16.1
"ID",2021,16.1
"AZ",2022,16.1
"LA",2022,16.1
"TN",2022,16.1
"WA",2022,16.1
"WI",2022,16.1
"MA",2018,16.2
"WY",2018,16.2
"CO",2018,16.2
"HI",2018,16.2
"OR",2018,16.2
"AR",2020,16.2
"VT",2020,16.2
"MT",2020,16.2
"WA",2020,16.2
"MT",2017,16.2
"WV",2017,16.2
"IA",2017,16.2
"CO",2014,16.2
"CO",2012,16.2
"OR",2012,16.2
"RI",2017,16.2
"AL",2019,16.2
"HI",2011,16.2
"NC",2013,16.2
"HI",2014,16.2
"IN",2019,16.2
"SD",2014,16.2
"RI",2013,16.2
"AL",2012,16.2
"AL",2014,16.2
"HI",2012,16.2
"OR",2014,16.2
"OR",2012,16.2
"MA",2011,16.2
"ID",2014,16.2
"WI",2012,16.2
"OR",2013,16.2
"OR",2011,16.2
"CO",2016,16.2
"MN",2016,16.2
"AK",2016,16.2
"CA",2021,16.2
"ME",2021,16.2
"NH",2022,16.2
"NV",2022,16.2
"TN",2022,16.2
"TX",2022,16.2
"WA",2022,16.2
"WA",2018,16.3
"NM",2018,16.3
"OH",2018,16.3
"RI",2018,16.3
"ME",2018,16.3
"TX",2016,16.3
"MT",2018,16.3
"WA",2020,16.3
"AZ",2020,16.3
"AK",2020,16.3
"OK",2020,16.3
"MI",2014,16.3
"ND",2017,16.3
"IA",2017,16.3
"OK",2012,16.3
"ID",2012,16.3
"NY",2011,16.3
"VA",2011,16.3
"NM",2013,16.3
"IN",2012,16.3
"RI",2014,16.3
"NM",2013,16.3
"UT",2019,16.3
"MT",2011,16.3
"HI",2013,16.3
"KS",2013,16.3
"NM",2011,16.3
"WI",2014,16.3
"IL",2015,16.3
"IA",2015,16.3
"AR",2013,16.3
"ME",2015,16.3
"WY",2012,16.3
"OR",2011,16.3
"OR",2012,16.3
"ID",2016,16.3
"OR",2016,16.3
"SD",2016,16.3
"AZ",2016,16.3
"WA",2021,16.3
"CO",2022,16.3
"CO",2022,16.3
"HI",2022,16.3
"NH",2022,16.3
"WY",2022,16.3
"MN",2018,16.4
"CO",2018,16.4
"AK",2018,16.4
"WV",2018,16.4
"MN",2018,16.4
"NE",2020,16.4
"NJ",2020,16.4
"MD",2020,16.4
"IN",2013,16.4
"OH",2015,16.4
"CO",2014,16.4
"AR",2012,16.4
"NY",2011,16.4
"IL",2015,16.4
"IN",2011,16.4
"FL",2015,16.4
"AK",2019,16.4
"NY",2019,16.4
"RI",2011,16.4
"WV",2015,16.4
"OH",2019,16.4
"TX",2011,16.4
"MT",2012,16.4
"VT",2014,16.4
"ND",2013,16.4
"GA",2015,16.4
"VA",2013,16.4
"PA",2011,16.4
"KY",2013,16.4
"KY",2013,16.4
"MN",2012,16.4
"CO",2012,16.4
"WI",2013,16.4
"KY",2011,16.4
"IN",2016,16.4
"MN",2016,16.4
"RI",2016,16.4
"WA",2016,16.4
"TX",2016,16.4
"CA",2016,16.4
"GA",2021,16.4
"VT",2021,16.4
"WA",2021,16.4
"KS",2021,16.4
"TX",2021,16.4
"WA",2021,16.4
"IL",2022,16.4
"ME",2022,16.4
"NH",2022,16.4
"MS",2016,16.5
"WA",2018,16.5
"AK",2018,16.5
"WI",2018,16.5
"KS",2016,16.5
"VT",2020,16.5
"NE",2020,16.5
"CT",2020,16.5
"CO",2015,16.5
"WA",2015,16.5
"OR",2013,16.5
"WV",2011,16.5
"VT",2012,16.5
"WA",2013,16.5
"MT",2012,16.5
"NM",2017,16.5
"NV",2011,16.5
"OR",2014,16.5
"MT",2014,16.5
"NM",2012,16.5
"WI",2012,16.5
"NE",2015,16.5
"KS",2015,16.5
"CO",2011,16.5
"NV",2013,16.5
"WA",2013,16.5
"IN",2014,16.5
"CA",2013,16.5
"AL",2014,16.5
"MS",2014,16.5
"CO",2013,16.5
"UT",2012,16.5
"NE",2015,16.5
"ID",2015,16.5
"NV",2012,16.5
"NC",2015,16.5
"NE",2011,16.5
"IN",2015,16.5
"MT",2014,16.5
"CO",2016,16.5
"NC",2016,16.5
"GA",2016,16.5
"SD",2016,16.5
"RI",2016,16.5
"OK",2016,16.5
"MN",2022,16.5
"VT",2021,16.5
"MN",2021,16.5
"NH",2021,16.5
"MI",2021,16.5
"IL",2022,16.5
"ME",2022,16.5
"MN",2022,16.5
"MO",2022,16.5
"OK",2022,16.5
"WA",2022,16.5
"IA",2018,16.6
"CO",2020,16.6
"KS",2020,16.6
"NH",2020,16.6
"HI",2020,16.6
"MA",2020,16.6
"AK",2017,16.6
"NE",2017,16.6
"NH",2014,16.6
"MA",2012,16.6
"NY",2013,16.6
"AL",2014,16.6
"AK",2013,16.6
"LA",2012,16.6
"AZ",2012,16.6
"MI",2015,16.6
"WA",2014,16.6
"FL",2011,16.6
"DE",2014,16.6
"CA",2012,16.6
"CT",2011,16.6
"ME",2014,16.6
"CA",2012,16.6
"OR",2012,16.6
"WA",2012,16.6
"WY",2011,16.6
"AR",2014,16.6
"MI",2016,16.6
"UT",2016,16.6
"AZ",2016,16.6
"ME",2022,16.6
"NC",2016,16.6
"CT",2021,16.6
"WA",2021,16.6
"ND",2022,16.6
"NV",2022,16.6
"WA",2022,16.6
"AL",2018,16.7
"WI",2018,16.7
"NJ",2016,16.7
"NJ",2020,16.7
"MN",2020,16.7
"NC",2020,16.7
"CO",2020,16.7
"OR",2020,16.7
"HI",2017,16.7
"NV",2017,16.7
"IN",2017,16.7
"MN",2012,16.7
"HI",2011,16.7
"HI",2019,16.7
"WA",2019,16.7
"MN",2012,16.7
"UT",2019,16.7
"OH",2015,16.7
"KS",2013,16.7
"NJ",2015,16.7
"OR",2011,16.7
"ID",2011,16.7
"IA",2011,16.7
"IN",2011,16.7
"IL",2012,16.7
"NM",2012,16.7
"HI",2011,16.7
"MO",2011,16.7
"LA",2012,16.7
"UT",2011,16.7
"ID",2012,16.7
"ND",2015,16.7
"LA",2015,16.7
"NY",2014,16.7
"ME",2011,16.7
"OK",2016,16.7
"ID",2016,16.7
"MI",2016,16.7
"MT",2022,16.7
"CO",2021,16.7
"ND",2021,16.7
"ME",2021,16.7
"HI",2021,16.7
"MO",2022,16.7
"WV",2022,16.7
"WY",2022,16.7
"DE",2018,16.8
"UT",2018,16.8
"CA",2018,16.8
"MT",2018,16.8
"OR",2020,16.8
"NJ",2020,16.8
"LA",2020,16.8
"UT",2020,16.8
"OH",2017,16.8
"MI",2017,16.8
"CO",2017,16.8
"GA",2015,16.8
"UT",2014,16.8
"ND",2014,16.8
"AK",2012,16.8
"OR",2011,16.8
"SC",2017,16.8
"SC",2019,16.8
"MN",2019,16.8
"UT",2019,16.8
"CA",2019,16.8
"KS",2011,16.8
"AK",2014,16.8
"CO",2015,16.8
"CT",2014,16.8
"SC",2011,16.8
"MA",2012,16.8
"HI",2013,16.8
"AZ",2014,16.8
"NY",2013,16.8
"NH",2014,16.8
"KS",2014,16.8
"NC",2014,16.8
"MD",2013,16.8
"AR",2011,16.8
"WI",2016,16.8
"VA",2016,16.8
"UT",2016,16.8
"HI",2016,16.8
"HI",2021,16.8
"NC",2021,16.8
"MI",2021,16.8
"IA",2021,16.8
"AK",2022,16.8
"CO",2022,16.8
"NC",2022,16.8
"SC",2020,16.9
"HI",2018,16.9
"LA",2018,16.9
"KS",2018,16.9
"OK",2018,16.9
"CA",2018,16.9
"VT",2020,16.9
"WV",2017,16.9
"KS",2017,16.9
"SC",2017,16.9
"MD",2014,16.9
"MD",2015,16.9
"PA",2011,16.9
"CO",2011,16.9
"MD",2011,16.9
"TN",2017,16.9
"MO",2014,16.9
"MN",2015,16.9
"DE",2014,16.9
"WA",2014,16.9
"MA",2014,16.9
"HI",2015,16.9
"AZ",2019,16.9
"OK",2014,16.9
"CA",2011,16.9
"CA",2015,16.9
"CO",2013,16.9
"ND",2014,16.9
"NY",2011,16.9
"MD",2015,16.9
"DE",2012,16.9
"MN",2013,16.9
"WY",2012,16.9
"AK",2015,16.9
"MI",2011,16.9
"AK",2012,16.9
"KY",2016,16.9
"KS",2021,16.9
"MN",2021,16.9
"KS",2021,16.9
"KY",2021,16.9
"WA",2021,16.9
"HI",2022,16.9
"MD",2022,16.9
"NH",2022,16.9
"SC",2022,16.9
"UT",2022,16.9
"VA",2022,16.9
"CO",2018,17
"VT",2018,17
"PA",2018,17
"WA",2020,17
"OR",2020,17
"NE",2020,17
"KY",2020,17
"SD",2020,17
"FL",2017,17
"CA",2017,17
"NE",2014,17
"NV",2014,17
"SC",2011,17
"NY",2017,17
"CO",2012,17
"CA",2015,17
"UT",2014,17
"WA",2019,17
"WA",2014,17
"WA",2019,17
"KY",2019,17
"OR",2014,17
"NC",2013,17
"NC",2012,17
"NE",2012,17
"MA",2012,17
"HI",2014,17
"WY",2015,17
"NH",2011,17
"IL",2016,17
"CA",2016,17
"NM",2016,17
"MN",2016,17
"HI",2016,17
"WY",2021,17
"MD",2021,17
"VA",2021,17
"AZ",2022,17
"HI",2022,17
"MN",2018,17.1
"WA",2018,17.1
"GA",2018,17.1
"NJ",2020,17.1
"AR",2020,17.1
"NM",2020,17.1
"OK",2020,17.1
"MO",2020,17.1
"NC",2017,17.1
"FL",2017,17.1
"WI",2017,17.1
"VT",2017,17.1
"MS",2014,17.1
"ID",2013,17.1
"CT",2014,17.1
"WV",2011,17.1
"CA",2015,17.1
"OR",2017,17.1
"KY",2015,17.1
"VT",2012,17.1
"MD",2012,17.1
"OK",2014,17.1
"NV",2015,17.1
"GA",2011,17.1
"NE",2019,17.1
"TN",2019,17.1
"ND",2019,17.1
"VT",2019,17.1
"ID",2019,17.1
"AK",2011,17.1
"UT",2011,17.1
"CO",2011,17.1
"CO",2012,17.1
"HI",2015,17.1
"IL",2013,17.1
"VT",2015,17.1
"OR",2015,17.1
"ID",2014,17.1
"UT",2011,17.1
"WA",2014,17.1
"WV",2012,17.1
"HI",2012,17.1
"WY",2014,17.1
"ND",2013,17.1
"OR",2016,17.1
"NH",2016,17.1
"IA",2016,17.1
"ND",2016,17.1
"NH",2021,17.1
"IN",2021,17.1
"AZ",2021,17.1
"DE",2022,17.1
"ME",2022,17.1
"OR",2022,17.1
"OR",2022,17.1
"VA",2022,17.1
"VT",2022,17.1
"AZ",2018,17.2
"WA",2018,17.2
"AZ",2018,17.2
"AK",2016,17.2
"NH",2018,17.2
"NM",2020,17.2
"MI",2020,17.2
"MN",2020,17.2
"OR",2016,17.2
"MN",2020,17.2
"NC",2020,17.2
"RI",2020,17.2
"NV",2020,17.2
"MA",2017,17.2
"AK",2017,17.2
"IN",2015,17.2
"VT",2012,17.2
"KS",2014,17.2
"LA",2015,17.2
"MT",2017,17.2
"ID",2014,17.2
"UT",2017,17.2
"VT",2012,17.2
"RI",2012,17.2
"CA",2019,17.2
"HI",2012,17.2
"VA",2014,17.2
"ID",2015,17.2
"OR",2013,17.2
"CA",2015,17.2
"LA",2014,17.2
"RI",2015,17.2
"IL",2011,17.2
"SC",2013,17.2
"OR",2014,17.2
"WA",2012,17.2
"ID",2012,17.2
"MD",2014,17.2
"IN",2012,17.2
"MN",2012,17.2
"WI",2012,17.2
"AZ",2022,17.2
"CA",2012,17.2
"MA",2016,17.2
"MA",2016,17.2
"NV",2016,17.2
"UT",2016,17.2
"PA",2016,17.2
"NH",2016,17.2
"WA",2021,17.2
"NH",2021,17.2
"DE",2021,17.2
"NE",2021,17.2
"KS",2021,17.2
"MD",2021,17.2
"HI",2021,17.2
"AL",2022,17.2
"CA",2022,17.2
"LA",2022,17.2
"PA",2022,17.2
"SD",2022,17.2
"CO",2018,17.3
"IN",2018,17.3
"MD",2018,17.3
"MS",2016,17.3
"MD",2020,17.3
"ND",2020,17.3
"RI",2020,17.3
"WV",2020,17.3
"MT",2020,17.3
"SD",2020,17.3
"GA",2012,17.3
"CO",2013,17.3
"VT",2012,17.3
"VT",2013,17.3
"ID",2017,17.3
"CO",2019,17.3
"CA",2019,17.3
"UT",2019,17.3
"OR",2019,17.3
"NH",2014,17.3
"GA",2012,17.3
"MO",2013,17.3
"NM",2015,17.3
"KY",2011,17.3
"MO",2011,17.3
"GA",2012,17.3
"CO",2016,17.3
"CO",2016,17.3
"NM",2016,17.3
"VT",2016,17.3
"CO",2021,17.3
"VT",2021,17.3
"MA",2021,17.3
"IA",2021,17.3
"CA",2021,17.3
"NY",2021,17.3
"UT",2021,17.3
"AK",2022,17.3
"GA",2022,17.3
"MI",2022,17.3
"MN",2022,17.3
"NV",2022,17.3
"OK",2022,17.3
"TN",2022,17.3
"OR",2020,17.4
"NM",2018,17.4
"NC",2013,17.4
"IA",2018,17.4
"AL",2018,17.4
"MO",2020,17.4
"AK",2020,17.4
"CA",2020,17.4
"PA",2020,17.4
"MD",2020,17.4
"TN",2017,17.4
"MD",2017,17.4
"AZ",2014,17.4
"IA",2012,17.4
"SD",2014,17.4
"TN",2012,17.4
"KS",2012,17.4
"CO",2015,17.4
"ME",2013,17.4
"MI",2012,17.4
"HI",2019,17.4
"WA",2014,17.4
"UT",2015,17.4
"WY",2012,17.4
"MN",2014,17.4
"WY",2013,17.4
"WA",2012,17.4
"WA",2012,17.4
"SD",2012,17.4
"ME",2012,17.4
"SD",2013,17.4
"HI",2012,17.4
"UT",2015,17.4
"NV",2012,17.4
"VT",2015,17.4
"OR",2016,17.4
"MA",2016,17.4
"NC",2021,17.4
"OR",2021,17.4
"CO",2021,17.4
"AZ",2021,17.4
"CA",2021,17.4
"RI",2022,17.4
"WA",2022,17.4
"MA",2016,17.5
"MA",2018,17.5
"KY",2018,17.5
"AK",2018,17.5
"UT",2018,17.5
"DE",2020,17.5
"NH",2020,17.5
"MN",2020,17.5
"KS",2020,17.5
"MN",2017,17.5
"IL",2013,17.5
"NY",2013,17.5
"RI",2014,17.5
"UT",2014,17.5
"CO",2013,17.5
"NY",2012,17.5
"GA",2015,17.5
"ME",2019,17.5
"HI",2019,17.5
"UT",2019,17.5
"CA",2014,17.5
"WA",2013,17.5
"NE",2014,17.5
"OH",2013,17.5
"NE",2013,17.5
"CO",2012,17.5
"VT",2011,17.5
"WA",2014,17.5
"MN",2014,17.5
"ID",2014,17.5
"WI",2014,17.5
"VA",2012,17.5
"OK",2011,17.5
"WA",2016,17.5
"MN",2016,17.5
"NM",2016,17.5
"DE",2016,17.5
"MS",2021,17.5
"MA",2021,17.5
"NH",2021,17.5
"MT",2021,17.5
"AL",2022,17.5
"MA",2022,17.5
"MA",2022,17.5
"NJ",2022,17.5
"OR",2022,17.5
"SD",2022,17.5
"WA",2022,17.5
"OR",2018,17.6
"NM",2018,17.6
"MN",2018,17.6
"WA",2018,17.6
"WA",2016,17.6
"TN",2020,17.6
"HI",2020,17.6
"MN",2020,17.6
"MI",2020,17.6
"NE",2014,17.6
"KS",2011,17.6
"VT",2014,17.6
"MN",2013,17.6
"MN",2012,17.6
"TX",2017,17.6
"MO",2011,17.6
"UT",2011,17.6
"UT",2019,17.6
"VT",2019,17.6
"IA",2019,17.6
"MA",2015,17.6
"TN",2019,17.6
"FL",2012,17.6
"ID",2014,17.6
"WA",2015,17.6
"UT",2011,17.6
"NM",2012,17.6
"NJ",2011,17.6
"GA",2012,17.6
"MD",2013,17.6
"WA",2016,17.6
"WI",2016,17.6
"WY",2016,17.6
"WA",2016,17.6
"IN",2021,17.6
"AK",2022,17.6
"CO",2022,17.6
"DE",2022,17.6
"GA",2022,17.6
"MD",2022,17.6
"ND",2022,17.6
"OR",2022,17.6
"VA",2022,17.6
"WA",2022,17.6
"WA",2022,17.6
"CA",2018,17.7
"ND",2018,17.7
"OR",2018,17.7
"MN",2018,17.7
"OR",2018,17.7
"KS",2018,17.7
"OR",2018,17.7
"MS",2020,17.7
"WV",2020,17.7
"ME",2020,17.7
"VA",2020,17.7
"AZ",2020,17.7
"SC",2017,17.7
"CA",2017,17.7
"NM",2017,17.7
"NJ",2013,17.7
"RI",2013,17.7
"MI",2015,17.7
"CA",2017,17.7
"LA",2012,17.7
"AL",2019,17.7
"KS",2012,17.7
"CO",2011,17.7
"VT",2014,17.7
"AR",2011,17.7
"PA",2012,17.7
"OH",2012,17.7
"MA",2012,17.7
"CO",2015,17.7
"OR",2013,17.7
"UT",2013,17.7
"OR",2013,17.7
"AK",2015,17.7
"MT",2016,17.7
"CT",2016,17.7
"MN",2021,17.7
"WI",2021,17.7
"AK",2021,17.7
"AK",2022,17.7
"AL",2022,17.7
"GA",2022,17.7
"KS",2022,17.7
"KY",2022,17.7
"LA",2022,17.7
"MA",2022,17.7
"SC",2022,17.7
"VA",2022,17.7
"NE",2018,17.8
"OH",2018,17.8
"GA",2018,17.8
"AR",2018,17.8
"WA",2020,17.8
"HI",2020,17.8
"CO",2020,17.8
"KY",2020,17.8
"CT",2020,17.8
"WA",2020,17.8
"AR",2020,17.8
"NE",2017,17.8
"WA",2017,17.8
"MA",2017,17.8
"NM",2017,17.8
"SD",2015,17.8
"WA",2014,17.8
"TN",2015,17.8
"RI",2015,17.8
"AL",2017,17.8
"KS",2019,17.8
"ND",2015,17.8
"WI",2019,17.8
"VT",2015,17.8
"MN",2019,17.8
"CT",2014,17.8
"PA",2014,17.8
"WA",2019,17.8
"MA",2014,17.8
"GA",2019,17.8
"OK",2014,17.8
"MD",2014,17.8
"AL",2012,17.8
"HI",2013,17.8
"TN",2011,17.8
"OR",2012,17.8
"MD",2014,17.8
"WA",2015,17.8
"OR",2015,17.8
"VT",2021,17.8
"WA",2021,17.8
"NE",2021,17.8
"CO",2021,17.8
"OR",2022,17.8
"MT",2021,17.8
"CO",2022,17.8
"MD",2022,17.8
"MD",2022,17.8
"MN",2022,17.8
"NH",2022,17.8
"OR",2022,17.8
"PA",2022,17.8
"UT",2022,17.8
"MD",2018,17.9
"VT",2020,17.9
"CO",2020,17.9
"DE",2013,17.9
"CA",2012,17.9
"MA",2014,17.9
"UT",2013,17.9
"DE",2015,17.9
"FL",2017,17.9
"VT",2017,17.9
"UT",2017,17.9
"WA",2015,17.9
"MO",2017,17.9
"CO",2013,17.9
"ME",2019,17.9
"UT",2019,17.9
"WI",2019,17.9
"WA",2019,17.9
"CO",2019,17.9
"MO",2015,17.9
"DE",2015,17.9
"OK",2012,17.9
"NC",2014,17.9
"CO",2015,17.9
"NJ",2015,17.9
"CT",2014,17.9
"VT",2014,17.9
"WA",2016,17.9
"NV",2016,17.9
"CA",2016,17.9
"AK",2021,17.9
"OR",2021,17.9
"NM",2021,17.9
"MO",2021,17.9
"MT",2021,17.9
"NH",2021,17.9
"CA",2022,17.9
"CA",2022,17.9
"FL",2022,17.9
"GA",2022,17.9
"HI",2022,17.9
"HI",2022,17.9
"ID",2022,17.9
"KY",2022,17.9
"LA",2022,17.9
"MO",2022,17.9
"MT",2022,17.9
"NH",2022,17.9
