"State","Year","Obese Adults (%)"
"MA",2012,21.2
"CT",2012,21.2
"UT",2015,21.2
"MD",2011,21.2
"HI",2011,21.2
"TN",2019,21.2
"KY",2011,21.2
"CT",2013,21.2
"AK",2013,21.2
"HI",2012,21.2
"RI",2013,21.2
"CA",2011,21.2
"VT",2013,21.2
"CO",2016,21.2
"MA",2021,21.2
"FL",2022,21.2
"CO",2018,21.3
"HI",2020,21.3
"OH",2020,21.3
"NC",2020,21.3
"VT",2014,21.3
"MT",2013,21.3
"PA",2015,21.3
"CO",2011,21.3
"CO",2014,21.3
"NJ",2015,21.3
"CO",2013,21.3
"GA",2011,21.3
"FL",2015,21.3
"MA",2012,21.3
"MN",2015,21.3
"MD",2011,21.3
"NE",2011,21.3
"HI",2014,21.3
"WY",2016,21.3
"KY",2018,21.4
"MA",2020,21.4
"ND",2020,21.4
"KS",2020,21.4
"MD",2020,21.4
"HI",2014,21.4
"NV",2013,21.4
"CO",2017,21.4
"CT",2012,21.4
"CO",2019,21.4
"CO",2019,21.4
"MO",2015,21.4
"MA",2011,21.4
"UT",2013,21.4
"MA",2013,21.4
"GA",2011,21.4
"NJ",2013,21.4
"VA",2013,21.4
"MD",2015,21.4
"SD",2016,21.4
"HI",2016,21.4
"NM",2022,21.4
"CO",2020,21.5
"ND",2017,21.5
"CO",2017,21.5
"CO",2017,21.5
"NY",2015,21.5
"AK",2012,21.5
"MS",2012,21.5
"HI",2014,21.5
"CO",2019,21.5
"NV",2012,21.5
"MN",2019,21.5
"GA",2019,21.5
"PA",2011,21.5
"OR",2015,21.5
"ID",2011,21.5
"CO",2015,21.5
"VA",2014,21.5
"CT",2013,21.5
"CT",2016,21.5
"ID",2016,21.5
"HI",2021,21.5
"CO",2020,21.6
"UT",2017,21.6
"NM",2017,21.6
"NM",2013,21.6
"AZ",2012,21.6
"NY",2019,21.6
"HI",2015,21.6
"OK",2014,21.6
"AZ",2014,21.6
"NH",2018,21.7
"CO",2018,21.7
"NY",2017,21.7
"NM",2015,21.7
"NJ",2011,21.7
"HI",2014,21.7
"CO",2013,21.7
"ID",2012,21.7
"MD",2013,21.7
"AZ",2013,21.7
"PA",2012,21.7
"ME",2015,21.7
"MD",2012,21.7
"MT",2012,21.7
"UT",2012,21.7
"MI",2016,21.7
"NV",2016,21.7
"MT",2016,21.7
"MT",2016,21.7
"AK",2016,21.7
"IA",2021,21.7
"HI",2018,21.8
"NJ",2018,21.8
"CO",2018,21.8
"CO",2018,21.8
"MT",2018,21.8
"KS",2018,21.8
"WY",2017,21.8
"CA",2013,21.8
"ME",2017,21.8
"CA",2017,21.8
"MN",2015,21.8
"CT",2017,21.8
"CT",2014,21.8
"WY",2011,21.8
"MN",2012,21.8
"CO",2013,21.8
"UT",2012,21.8
"FL",2019,21.8
"HI",2013,21.8
"NH",2015,21.8
"NJ",2011,21.8
"CO",2013,21.8
"NV",2015,21.8
"CO",2015,21.8
"ME",2015,21.8
"FL",2013,21.8
"WY",2013,21.8
"HI",2011,21.8
"UT",2011,21.8
"NY",2016,21.8
"OH",2021,21.8
"CO",2022,21.8
"HI",2022,21.8
"SC",2022,21.8
"VT",2018,21.9
"KS",2017,21.9
"HI",2011,21.9
"MT",2011,21.9
"HI",2019,21.9
"ID",2012,21.9
"UT",2015,21.9
"NH",2013,21.9
"HI",2013,21.9
"MN",2014,21.9
"WY",2012,21.9
"UT",2013,21.9
"NJ",2012,21.9
"CO",2014,21.9
"AK",2015,21.9
"CO",2012,21.9
"NV",2011,21.9
"CO",2015,21.9
"NM",2013,21.9
"ME",2016,21.9
"PA",2016,21.9
"FL",2016,21.9
"MN",2021,21.9
"NJ",2021,21.9
"CO",2018,22
"VT",2020,22
"CO",2020,22
"CO",2017,22
"NY",2017,22
"MT",2017,22
"MA",2012,22
"CA",2011,22
"NM",2013,22
"TX",2012,22
"IL",2014,22
"CO",2012,22
"ID",2011,22
"TN",2011,22
"DE",2011,22
"VT",2011,22
"NM",2011,22
"CA",2013,22
"UT",2015,22
"UT",2014,22
"MA",2015,22
"MS",2014,22
"AZ",2013,22
"WA",2015,22
"VA",2012,22
"OH",2011,22
"TN",2011,22
"MN",2011,22
"NC",2013,22
"VA",2016,22
"CO",2021,22
"NY",2018,22.1
"NH",2017,22.1
"MA",2011,22.1
"MA",2013,22.1
"DE",2015,22.1
"FL",2017,22.1
"ID",2013,22.1
"CA",2011,22.1
"FL",2019,22.1
"WA",2011,22.1
"KS",2015,22.1
"AK",2011,22.1
"UT",2013,22.1
"MT",2012,22.1
"NM",2012,22.1
"NY",2011,22.1
"HI",2014,22.1
"MT",2015,22.1
"TX",2014,22.1
"TX",2021,22.1
"MO",2022,22.1
"CO",2020,22.2
"CO",2016,22.2
"FL",2020,22.2
"HI",2017,22.2
"CO",2014,22.2
"MO",2012,22.2
"FL",2015,22.2
"NM",2014,22.2
"KY",2012,22.2
"CO",2019,22.2
"KY",2011,22.2
"NY",2012,22.2
"CA",2015,22.2
"MA",2012,22.2
"MN",2015,22.2
"NC",2011,22.2
"RI",2011,22.2
"CO",2012,22.2
"ME",2013,22.2
"CO",2012,22.2
"NM",2011,22.2
"WY",2012,22.2
"AZ",2016,22.2
"MA",2016,22.2
"WA",2021,22.2
"KS",2021,22.2
"WY",2022,22.2
"WV",2018,22.3
"WY",2018,22.3
"NH",2018,22.3
"CO",2018,22.3
"HI",2020,22.3
"MT",2017,22.3
"AZ",2017,22.3
"SC",2017,22.3
"HI",2013,22.3
"CO",2011,22.3
"VT",2017,22.3
"MI",2015,22.3
"HI",2015,22.3
"AZ",2012,22.3
"CA",2014,22.3
"MA",2019,22.3
"FL",2011,22.3
"NH",2013,22.3
"CO",2013,22.3
"NM",2015,22.3
"NV",2011,22.3
"NY",2014,22.3
"MT",2012,22.3
"NC",2015,22.3
"MN",2016,22.3
"ME",2016,22.3
"HI",2016,22.3
"VT",2016,22.3
"CO",2016,22.3
"WA",2021,22.3
"MD",2022,22.3
"NM",2016,22.4
"WA",2018,22.4
"UT",2017,22.4
"CO",2017,22.4
"MS",2012,22.4
"WI",2015,22.4
"VT",2014,22.4
"MN",2012,22.4
"HI",2017,22.4
"VA",2013,22.4
"DE",2011,22.4
"AK",2012,22.4
"AZ",2012,22.4
"IL",2015,22.4
"HI",2019,22.4
"UT",2014,22.4
"NY",2015,22.4
"MD",2013,22.4
"FL",2013,22.4
"WA",2011,22.4
"FL",2011,22.4
"NE",2014,22.4
"UT",2012,22.4
"TX",2015,22.4
"RI",2016,22.4
"CO",2016,22.4
"RI",2016,22.4
"NY",2016,22.4
"VT",2021,22.4
"HI",2021,22.4
"MA",2022,22.4
"RI",2018,22.5
"CO",2018,22.5
"VA",2018,22.5
"TX",2020,22.5
"VA",2017,22.5
"NM",2017,22.5
"WI",2017,22.5
"NJ",2017,22.5
"WI",2017,22.5
"HI",2015,22.5
"OK",2015,22.5
"UT",2011,22.5
"WA",2012,22.5
"ID",2015,22.5
"FL",2012,22.5
"ME",2015,22.5
"NM",2019,22.5
"ME",2011,22.5
"TN",2019,22.5
"ME",2014,22.5
"CO",2015,22.5
"MT",2019,22.5
"CO",2015,22.5
"RI",2012,22.5
"AZ",2013,22.5
"NJ",2012,22.5
"CO",2015,22.5
"MT",2011,22.5
"MT",2013,22.5
"NY",2013,22.5
"NJ",2012,22.5
"HI",2014,22.5
"NH",2015,22.5
"NM",2011,22.5
"RI",2015,22.5
"WA",2016,22.5
"TN",2016,22.5
"IN",2021,22.5
"IN",2018,22.6
"CA",2017,22.6
"MT",2015,22.6
"NV",2012,22.6
"WA",2014,22.6
"ID",2012,22.6
"CT",2015,22.6
"NV",2011,22.6
"MT",2013,22.6
"IA",2017,22.6
"CO",2017,22.6
"WY",2012,22.6
"ME",2019,22.6
"NM",2012,22.6
"CO",2019,22.6
"SD",2011,22.6
"CT",2019,22.6
"AK",2019,22.6
"MA",2012,22.6
"AZ",2011,22.6
"IN",2015,22.6
"NV",2014,22.6
"IL",2014,22.6
"NY",2012,22.6
"MD",2014,22.6
"NH",2011,22.6
"NV",2014,22.6
"MA",2012,22.6
"RI",2011,22.6
"MA",2012,22.6
"AZ",2012,22.6
"ID",2016,22.6
"AL",2016,22.6
"GA",2016,22.6
"HI",2021,22.6
"HI",2021,22.6
"VT",2022,22.6
"TX",2018,22.7
"CA",2014,22.7
"CA",2014,22.7
"ME",2012,22.7
"WA",2015,22.7
"WA",2019,22.7
"HI",2015,22.7
"NC",2013,22.7
"VA",2013,22.7
"CO",2011,22.7
"MA",2014,22.7
"HI",2015,22.7
"MA",2011,22.7
"CA",2014,22.7
"AK",2011,22.7
"RI",2012,22.7
"MN",2013,22.7
"MN",2016,22.7
"MA",2016,22.7
"HI",2021,22.7
"CA",2018,22.8
"NV",2020,22.8
"NH",2016,22.8
"IA",2011,22.8
"MA",2011,22.8
"NH",2015,22.8
"HI",2017,22.8
"OH",2015,22.8
"IL",2013,22.8
"DE",2013,22.8
"FL",2013,22.8
"VA",2011,22.8
"NC",2011,22.8
"TX",2019,22.8
"CA",2015,22.8
"HI",2011,22.8
"HI",2011,22.8
"CT",2013,22.8
"SD",2015,22.8
"NM",2015,22.8
"UT",2016,22.8
"CT",2016,22.8
"NY",2021,22.8
"CA",2018,22.9
"CT",2018,22.9
"CO",2018,22.9
"NM",2020,22.9
"CA",2020,22.9
"UT",2016,22.9
"CT",2020,22.9
"VT",2012,22.9
"HI",2017,22.9
"UT",2011,22.9
"NY",2012,22.9
"MN",2017,22.9
"RI",2013,22.9
"NJ",2015,22.9
"VA",2012,22.9
"VA",2011,22.9
"WA",2014,22.9
"MO",2019,22.9
"PA",2012,22.9
"NC",2019,22.9
"TX",2013,22.9
"AL",2014,22.9
"MT",2012,22.9
"FL",2012,22.9
"MA",2011,22.9
"MN",2011,22.9
"FL",2012,22.9
"HI",2012,22.9
"MD",2014,22.9
"NJ",2012,22.9
"MA",2012,22.9
"OR",2011,22.9
"OK",2016,22.9
"WA",2016,22.9
"CA",2021,22.9
"CO",2021,22.9
"MI",2021,22.9
"HI",2018,23
"VT",2018,23
"CO",2018,23
"PA",2016,23
"MT",2020,23
"WI",2017,23
"AK",2017,23
"VT",2012,23
"MT",2012,23
"ID",2013,23
"NY",2012,23
"VA",2015,23
"NY",2017,23
"RI",2015,23
"DE",2019,23
"WY",2012,23
"MT",2019,23
"NY",2019,23
"MN",2011,23
"CO",2019,23
"WA",2015,23
"AR",2011,23
"CT",2011,23
"MA",2015,23
"LA",2011,23
"CA",2013,23
"MA",2014,23
"CO",2011,23
"CO",2013,23
"MA",2015,23
"ID",2015,23
"MA",2013,23
"NM",2021,23
"LA",2021,23
"NE",2022,23
"ID",2018,23.1
"HI",2018,23.1
"IA",2020,23.1
"MA",2017,23.1
"MT",2017,23.1
"CA",2011,23.1
"OR",2013,23.1
"UT",2014,23.1
"HI",2011,23.1
"UT",2017,23.1
"WI",2013,23.1
"FL",2017,23.1
"MT",2017,23.1
"OH",2013,23.1
"MO",2013,23.1
"HI",2014,23.1
"KY",2019,23.1
"SD",2012,23.1
"LA",2019,23.1
"CA",2019,23.1
"WY",2019,23.1
"AZ",2012,23.1
"OR",2012,23.1
"CO",2012,23.1
"NJ",2011,23.1
"WA",2011,23.1
"MT",2014,23.1
"NV",2011,23.1
"CA",2013,23.1
"TX",2015,23.1
"MT",2013,23.1
"IL",2014,23.1
"UT",2016,23.1
"UT",2016,23.1
"CO",2021,23.1
"NV",2021,23.1
"UT",2021,23.1
"WI",2021,23.1
"ND",2022,23.1
"HI",2018,23.2
"CO",2020,23.2
"CA",2012,23.2
"AZ",2014,23.2
"CT",2011,23.2
"AK",2013,23.2
"MN",2013,23.2
"FL",2014,23.2
"IA",2011,23.2
"UT",2017,23.2
"WA",2012,23.2
"HI",2011,23.2
"NM",2012,23.2
"CO",2013,23.2
"ID",2014,23.2
"HI",2014,23.2
"MN",2015,23.2
"MT",2015,23.2
"NM",2015,23.2
"IL",2013,23.2
"FL",2014,23.2
"CA",2011,23.2
"AZ",2013,23.2
"GA",2012,23.2
"CO",2015,23.2
"NY",2012,23.2
"IL",2012,23.2
"NY",2012,23.2
"CT",2011,23.2
"MT",2013,23.2
"NH",2011,23.2
"MD",2016,23.2
"CA",2016,23.2
"CA",2016,23.3
"CT",2020,23.3
"HI",2017,23.3
"MT",2017,23.3
"HI",2015,23.3
"NH",2013,23.3
"MN",2012,23.3
"MT",2011,23.3
"NC",2014,23.3
"NM",2017,23.3
"PA",2019,23.3
"GA",2011,23.3
"GA",2014,23.3
"RI",2019,23.3
"CA",2019,23.3
"CT",2013,23.3
"RI",2011,23.3
"CO",2014,23.3
"MN",2011,23.3
"MA",2012,23.3
"CO",2013,23.3
"CA",2012,23.3
"NJ",2015,23.3
"NY",2014,23.3
"MA",2014,23.3
"VA",2014,23.3
"NM",2014,23.3
"AK",2012,23.3
"AK",2011,23.3
"HI",2016,23.3
"NJ",2016,23.3
"AZ",2022,23.3
"LA",2022,23.3
"NH",2020,23.4
"CA",2016,23.4
"MA",2020,23.4
"CO",2017,23.4
"FL",2011,23.4
"NJ",2014,23.4
"NV",2011,23.4
"WA",2014,23.4
"WY",2013,23.4
"AK",2014,23.4
"NM",2014,23.4
"FL",2017,23.4
"NJ",2011,23.4
"MT",2013,23.4
"MD",2011,23.4
"MT",2019,23.4
"VT",2019,23.4
"UT",2019,23.4
"HI",2013,23.4
"NJ",2011,23.4
"MT",2012,23.4
"KY",2011,23.4
"FL",2015,23.4
"CA",2012,23.4
"MT",2015,23.4
"CO",2012,23.4
"IL",2011,23.4
"CT",2016,23.4
"NH",2016,23.4
"MA",2022,23.4
"MD",2022,23.4
"ME",2022,23.4
"ME",2018,23.5
"NV",2018,23.5
"MA",2018,23.5
"AZ",2018,23.5
"UT",2020,23.5
"MA",2020,23.5
"HI",2020,23.5
"OR",2020,23.5
"NV",2017,23.5
"RI",2017,23.5
"RI",2013,23.5
"ME",2014,23.5
"CO",2011,23.5
"MA",2013,23.5
"ND",2015,23.5
"AZ",2013,23.5
"MT",2011,23.5
"VA",2017,23.5
"VA",2013,23.5
"NM",2012,23.5
"MA",2015,23.5
"WY",2014,23.5
"AK",2011,23.5
"IN",2011,23.5
"NH",2019,23.5
"CO",2011,23.5
"PA",2011,23.5
"TX",2011,23.5
"FL",2012,23.5
"NH",2014,23.5
"MT",2012,23.5
"WY",2012,23.5
"FL",2014,23.5
"MS",2013,23.5
"IL",2015,23.5
"VA",2013,23.5
"VA",2012,23.5
"NV",2015,23.5
"CO",2014,23.5
"CA",2016,23.5
"GA",2016,23.5
"CT",2021,23.5
"IA",2022,23.5
"GA",2016,23.6
"CO",2018,23.6
"FL",2020,23.6
"NY",2020,23.6
"NY",2020,23.6
"NJ",2020,23.6
"WY",2017,23.6
"UT",2013,23.6
"HI",2012,23.6
"KS",2012,23.6
"IL",2012,23.6
"NJ",2017,23.6
"UT",2015,23.6
"HI",2012,23.6
"NC",2015,23.6
"MA",2014,23.6
"CT",2013,23.6
"CO",2019,23.6
"AZ",2015,23.6
"WY",2013,23.6
"NJ",2014,23.6
"AZ",2011,23.6
"NY",2012,23.6
"VT",2011,23.6
"RI",2014,23.6
"CT",2011,23.6
"NC",2014,23.6
"CO",2012,23.6
"FL",2012,23.6
"MA",2013,23.6
"NY",2011,23.6
"SD",2012,23.6
"MT",2015,23.6
"NJ",2014,23.6
"MN",2012,23.6
"MA",2016,23.6
"CO",2016,23.6
"MT",2016,23.6
"CT",2022,23.6
"CO",2018,23.7
"MT",2018,23.7
"RI",2018,23.7
"NM",2020,23.7
"NY",2014,23.7
"CO",2013,23.7
"NM",2011,23.7
"HI",2013,23.7
"CT",2015,23.7
"MN",2011,23.7
"MD",2013,23.7
"WA",2014,23.7
"MT",2012,23.7
"HI",2012,23.7
"CA",2015,23.7
"HI",2015,23.7
"CO",2015,23.7
"VT",2012,23.7
"VT",2012,23.7
"ME",2014,23.7
"MT",2015,23.7
"WI",2011,23.7
"UT",2013,23.7
"HI",2012,23.7
"CA",2011,23.7
"CO",2012,23.7
"NJ",2011,23.7
"CA",2014,23.7
"CT",2011,23.7
"NH",2012,23.7
"UT",2012,23.7
"CO",2011,23.7
"HI",2011,23.7
"CO",2014,23.7
"NJ",2015,23.7
"NY",2011,23.7
"NJ",2013,23.7
"MN",2014,23.7
"WY",2011,23.7
"MA",2015,23.7
"MA",2016,23.7
"CO",2016,23.7
"CO",2021,23.7
"HI",2016,23.8
"FL",2020,23.8
"FL",2016,23.8
"IN",2020,23.8
"CO",2017,23.8
"CA",2017,23.8
"HI",2017,23.8
"OR",2011,23.8
"IN",2012,23.8
"CO",2019,23.8
"HI",2015,23.8
"MN",2013,23.8
"WY",2011,23.8
"KS",2019,23.8
"MA",2013,23.8
"RI",2012,23.8
"VT",2011,23.8
"VT",2013,23.8
"MT",2011,23.8
"CA",2011,23.8
"SD",2011,23.8
"MT",2011,23.8
"OR",2013,23.8
"WA",2012,23.8
"AZ",2015,23.8
"VT",2011,23.8
"TX",2012,23.8
"MT",2011,23.8
"CA",2012,23.8
"AL",2011,23.8
"ID",2016,23.8
"HI",2016,23.8
"NH",2016,23.8
"NJ",2021,23.8
"CT",2018,23.9
"ID",2018,23.9
"CO",2020,23.9
"VT",2020,23.9
"OR",2017,23.9
"NV",2013,23.9
"HI",2017,23.9
"IA",2017,23.9
"HI",2014,23.9
"SC",2012,23.9
"HI",2019,23.9
"MT",2019,23.9
"ME",2019,23.9
"MD",2012,23.9
"HI",2014,23.9
"TN",2014,23.9
"OR",2019,23.9
"WY",2019,23.9
"ND",2019,23.9
"IA",2012,23.9
"AL",2012,23.9
"CT",2015,23.9
"AR",2014,23.9
"IA",2012,23.9
"PA",2012,23.9
"NV",2015,23.9
"HI",2013,23.9
"CT",2014,23.9
"FL",2012,23.9
"TX",2016,23.9
"MT",2016,23.9
"CO",2016,23.9
"UT",2016,23.9
"NM",2022,23.9
"CA",2021,23.9
"NM",2021,23.9
"RI",2021,23.9
"CO",2022,23.9
"NY",2022,23.9
"HI",2018,24
"NY",2018,24
"AK",2018,24
"AZ",2018,24
"MA",2020,24
"ME",2020,24
"HI",2020,24
"MO",2017,24
"NC",2017,24
"NC",2013,24
"OH",2011,24
"VT",2013,24
"OR",2017,24
"CA",2014,24
"NY",2012,24
"AK",2012,24
"MA",2019,24
"NC",2014,24
"MA",2019,24
"NV",2011,24
"CA",2014,24
"MI",2019,24
"NV",2019,24
"OK",2011,24
"CA",2019,24
"MD",2015,24
"UT",2012,24
"IL",2013,24
"UT",2015,24
"IA",2014,24
"RI",2013,24
"MT",2014,24
"CA",2011,24
"MD",2012,24
"UT",2012,24
"NY",2013,24
"RI",2011,24
"FL",2015,24
"ME",2013,24
"KY",2014,24
"KS",2012,24
"NM",2016,24
"HI",2021,24
"CO",2022,24
"HI",2022,24
"NM",2022,24
"TN",2022,24
"UT",2018,24.1
"MT",2018,24.1
"AK",2020,24.1
"CT",2016,24.1
"HI",2020,24.1
"NM",2020,24.1
"CO",2020,24.1
"OK",2020,24.1
"MN",2017,24.1
"MA",2013,24.1
"SC",2011,24.1
"NC",2012,24.1
"CA",2014,24.1
"CO",2014,24.1
"MT",2014,24.1
"RI",2015,24.1
"NH",2011,24.1
"RI",2011,24.1
"RI",2015,24.1
"NH",2012,24.1
"UT",2013,24.1
"WI",2011,24.1
"WY",2012,24.1
"FL",2019,24.1
"CO",2013,24.1
"WI",2012,24.1
"UT",2012,24.1
"DE",2011,24.1
"UT",2011,24.1
"NJ",2012,24.1
"GA",2014,24.1
"AL",2012,24.1
"CT",2012,24.1
"CT",2012,24.1
"MT",2014,24.1
"MT",2011,24.1
"CA",2013,24.1
"UT",2015,24.1
"AK",2015,24.1
"MA",2011,24.1
"NE",2011,24.1
"CO",2015,24.1
"OH",2011,24.1
"MA",2011,24.1
"CO",2015,24.1
"TN",2011,24.1
"VT",2016,24.1
"AK",2022,24.1
"CO",2022,24.1
"KY",2022,24.1
"CT",2018,24.2
"CO",2018,24.2
"CA",2018,24.2
"OK",2018,24.2
"NM",2018,24.2
"GA",2020,24.2
"UT",2020,24.2
"CO",2020,24.2
"MA",2017,24.2
"VA",2013,24.2
"MT",2017,24.2
"MS",2017,24.2
"IL",2017,24.2
"WY",2017,24.2
"CA",2017,24.2
"RI",2012,24.2
"CO",2014,24.2
"AZ",2015,24.2
"VT",2014,24.2
"NM",2014,24.2
"SC",2015,24.2
"MT",2015,24.2
"TX",2011,24.2
"MT",2013,24.2
"NY",2019,24.2
"ID",2013,24.2
"OH",2013,24.2
"CA",2015,24.2
"HI",2013,24.2
"CO",2019,24.2
"CO",2011,24.2
"IL",2012,24.2
"HI",2013,24.2
"AK",2012,24.2
"IN",2012,24.2
"ME",2013,24.2
"NH",2011,24.2
"NM",2011,24.2
"RI",2012,24.2
"VT",2011,24.2
"MI",2013,24.2
"MA",2015,24.2
"CO",2011,24.2
"ID",2012,24.2
"NJ",2014,24.2
"MD",2011,24.2
"NV",2011,24.2
"CO",2011,24.2
"CT",2016,24.2
"DE",2016,24.2
"WI",2016,24.2
"NJ",2016,24.2
"WY",2016,24.2
"WY",2016,24.2
"MT",2016,24.2
"NJ",2021,24.2
"AK",2022,24.2
"WA",2022,24.2
"NY",2018,24.3
"WI",2018,24.3
"MN",2018,24.3
"NJ",2018,24.3
"RI",2018,24.3
"MA",2018,24.3
"CO",2020,24.3
"MT",2016,24.3
"IL",2020,24.3
"WA",2017,24.3
"UT",2017,24.3
"NE",2013,24.3
"ID",2011,24.3
"MT",2011,24.3
"NY",2015,24.3
"IL",2011,24.3
"ME",2011,24.3
"CA",2011,24.3
"NJ",2013,24.3
"MT",2012,24.3
"MO",2014,24.3
"CO",2014,24.3
"WA",2017,24.3
"NM",2017,24.3
"MA",2015,24.3
"NY",2019,24.3
"MA",2019,24.3
"AK",2019,24.3
"WA",2015,24.3
"CA",2019,24.3
"WY",2012,24.3
"CA",2015,24.3
"TX",2012,24.3
"NY",2012,24.3
"ID",2014,24.3
"OH",2012,24.3
"NH",2011,24.3
"FL",2012,24.3
"UT",2012,24.3
"MN",2015,24.3
"WI",2014,24.3
"FL",2014,24.3
"NC",2012,24.3
"SC",2016,24.3
"MN",2016,24.3
"WY",2018,24.4
"FL",2018,24.4
"CO",2018,24.4
"WY",2020,24.4
"RI",2020,24.4
"MA",2020,24.4
"NH",2020,24.4
"FL",2020,24.4
"CT",2017,24.4
"MN",2017,24.4
"MA",2017,24.4
"CT",2017,24.4
"KS",2011,24.4
"AL",2012,24.4
"WY",2011,24.4
"KY",2011,24.4
"CT",2012,24.4
"DE",2012,24.4
"MD",2011,24.4
"VT",2012,24.4
"NJ",2014,24.4
"HI",2019,24.4
"UT",2012,24.4
"GA",2015,24.4
"MN",2019,24.4
"FL",2014,24.4
"HI",2011,24.4
"FL",2019,24.4
"VT",2019,24.4
"NE",2014,24.4
"PA",2014,24.4
"UT",2011,24.4
"ND",2011,24.4
"CT",2013,24.4
"AZ",2011,24.4
"OR",2011,24.4
"UT",2011,24.4
"RI",2015,24.4
"NY",2016,24.4
"NV",2016,24.4
"RI",2016,24.4
"MA",2016,24.4
"CO",2016,24.4
"IL",2021,24.4
"NJ",2022,24.4
"RI",2022,24.4
"MA",2018,24.5
"OR",2018,24.5
"UT",2018,24.5
"IN",2020,24.5
"HI",2020,24.5
"WY",2020,24.5
"NY",2020,24.5
"HI",2020,24.5
"NY",2020,24.5
"AZ",2020,24.5
"WV",2017,24.5
"MD",2017,24.5
"UT",2017,24.5
"CA",2017,24.5
"MN",2011,24.5
"AK",2011,24.5
"CO",2015,24.5
"ME",2011,24.5
"NC",2012,24.5
"CA",2013,24.5
"CA",2011,24.5
"NY",2011,24.5
"UT",2017,24.5
"KY",2019,24.5
"MD",2012,24.5
"CO",2013,24.5
"MO",2012,24.5
"NY",2019,24.5
"CO",2019,24.5
"VT",2012,24.5
"MN",2014,24.5
"AK",2013,24.5
"WY",2011,24.5
"VT",2012,24.5
"WA",2013,24.5
"NV",2011,24.5
"MA",2014,24.5
"UT",2015,24.5
"PA",2015,24.5
"ID",2012,24.5
"UT",2011,24.5
"NC",2011,24.5
"RI",2012,24.5
"VT",2013,24.5
"WV",2013,24.5
"NM",2015,24.5
"WI",2011,24.5
"CT",2011,24.5
"NE",2012,24.5
"NY",2015,24.5
"VT",2016,24.5
"OR",2016,24.5
"MT",2016,24.5
"WA",2021,24.5
"CO",2021,24.5
"TX",2021,24.5
"AK",2022,24.5
"CA",2022,24.5
"KS",2022,24.5
"RI",2022,24.5
"GA",2015,24.6
"RI",2017,24.6
"NV",2011,24.6
"OH",2013,24.6
"NY",2013,24.6
"VT",2014,24.6
"AR",2017,24.6
"VA",2011,24.6
"NM",2017,24.6
"NJ",2012,24.6
"MT",2013,24.6
"WA",2013,24.6
"PA",2015,24.6
"ME",2012,24.6
"AL",2019,24.6
"VT",2019,24.6
"WY",2012,24.6
"VT",2013,24.6
"OR",2011,24.6
"UT",2011,24.6
"MA",2011,24.6
"KY",2014,24.6
"MA",2012,24.6
"WY",2011,24.6
"MT",2015,24.6
"UT",2013,24.6
"NH",2015,24.6
"GA",2013,24.6
"UT",2012,24.6
"UT",2012,24.6
"CO",2013,24.6
"MT",2011,24.6
"CA",2015,24.6
"TX",2016,24.6
"MN",2016,24.6
"NY",2016,24.6
"MA",2021,24.6
"CO",2021,24.6
"NE",2022,24.6
"NH",2018,24.7
"MN",2018,24.7
"NY",2018,24.7
"AR",2020,24.7
"VA",2020,24.7
"RI",2020,24.7
"ME",2020,24.7
"MT",2020,24.7
"ME",2017,24.7
"VA",2017,24.7
"WY",2014,24.7
"NY",2012,24.7
"TN",2011,24.7
"CA",2014,24.7
"ME",2015,24.7
"HI",2013,24.7
"ID",2015,24.7
"DE",2013,24.7
"VT",2015,24.7
"VT",2013,24.7
"FL",2019,24.7
"CT",2011,24.7
"UT",2013,24.7
"HI",2015,24.7
"CO",2014,24.7
"HI",2012,24.7
"NY",2013,24.7
"MD",2014,24.7
"AZ",2014,24.7
"IL",2011,24.7
"TX",2013,24.7
"IA",2015,24.7
"CO",2016,24.7
"VA",2021,24.7
"NC",2018,24.8
"CA",2018,24.8
"ID",2018,24.8
"MA",2020,24.8
"MN",2013,24.8
"RI",2014,24.8
"TN",2012,24.8
"NH",2011,24.8
"MT",2014,24.8
"ID",2017,24.8
"IL",2013,24.8
"OR",2015,24.8
"MD",2015,24.8
"OH",2013,24.8
"WI",2015,24.8
"HI",2015,24.8
"VT",2014,24.8
"AZ",2015,24.8
"FL",2013,24.8
"ND",2015,24.8
"NJ",2015,24.8
"CT",2011,24.8
"FL",2015,24.8
"SC",2013,24.8
"NH",2013,24.8
"GA",2015,24.8
"NV",2016,24.8
"NV",2016,24.8
"HI",2022,24.8
"MA",2018,24.9
"NM",2018,24.9
"HI",2018,24.9
"CT",2018,24.9
"WA",2020,24.9
"CO",2020,24.9
"MA",2020,24.9
"VT",2020,24.9
"UT",2020,24.9
"MD",2017,24.9
"UT",2017,24.9
"KS",2011,24.9
"WV",2019,24.9
"NM",2019,24.9
"MT",2015,24.9
"VA",2014,24.9
"RI",2011,24.9
"HI",2019,24.9
"CO",2013,24.9
"NY",2015,24.9
"MA",2014,24.9
"MT",2014,24.9
"GA",2012,24.9
"NH",2011,24.9
"NJ",2013,24.9
"AZ",2013,24.9
"WA",2011,24.9
"NE",2012,24.9
"RI",2015,24.9
"AR",2011,24.9
"HI",2012,24.9
"UT",2015,24.9
"OH",2015,24.9
"WY",2015,24.9
"VA",2015,24.9
"AK",2012,24.9
"WY",2011,24.9
"DE",2014,24.9
"FL",2011,24.9
"HI",2011,24.9
"WV",2011,24.9
"UT",2015,24.9
"HI",2016,24.9
"WA",2016,24.9
"CT",2016,24.9
